batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
Salman Irshad,6,2,0,1,300.00,c Asif Ali b Mohammad Sami,2018,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Salman Irshad,1,3,0,0,33.33,c Smith b Hasan Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Salman Irshad,1,1,0,0,100.00,run out (Faheem Ashraf/†Ronchi),2018,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Salman Irshad,2,4,0,0,50.00,not out,2020,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Salman Irshad,1,2,0,0,50.00,b Rumman Raees,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Salman Irshad,0,5,0,0,0.00,b Ihsanullah,2023,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Salman Irshad,1,2,0,0,50.00,not out,2022,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Salman Irshad,2,4,0,0,50.00,c & b Khushdil Shah,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Multan Sultans
Salman Irshad,0,2,0,0,0.00,not out,2023,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Salman Irshad,0,3,0,0,0.00,not out,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Salman Irshad,3,4,0,0,75.00,not out,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Imran Khan,0,0,0,0,-,not out,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Imran Khan,0,2,0,0,0.00,not out,2021,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
Imran Khan,3,2,0,0,150.00,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars
Mushfiqur Rahim †,10,7,1,0,142.85,not out,2016,Sharjah Cricket Stadium,Karachi Kings,Lahore Qalandars
Mushfiqur Rahim †,6,5,1,0,120.00,c & b Aizaz Cheema,2016,Sharjah Cricket Stadium,Karachi Kings,Quetta Gladiators
Mushfiqur Rahim †,33,27,2,1,122.22,b Russell,2016,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Dwayne Bravo (c),0,1,0,0,0.00,c Mir Hamza b Bopara,2016,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
Rameez Raja,1,2,0,0,50.00,b Junaid Khan,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
Rameez Raja,22,14,2,1,157.14,b Imran Tahir,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Rameez Raja,1,1,0,0,100.00,not out,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Rameez Raja,9,9,0,1,100.00,c Sammy b Wahab Riaz,2018,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Rameez Raja,7,7,0,0,100.00,c Fakhar Zaman b Yasir Shah,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Rahat Ali,0,1,0,0,0.00,lbw b Imran Tahir,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
Rahat Ali,1,2,0,0,50.00,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Rahat Ali,1,6,0,0,16.66,c Shahid Afridi b Sohail Tanvir,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Rahat Ali,1,2,0,0,50.00,not out,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Ben Duckett,14,21,1,0,66.66,b Yasir Shah,2017,Sharjah Cricket Stadium,Islamabad United,Lahore Qalandars
Ben Duckett,16,13,3,0,123.07,c Pollard b Sohail Khan,2017,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
Ben Duckett,0,3,0,0,0.00,c Sameen Gul b Usman Qadir,2022,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Ben Duckett,2,8,0,0,25.00,run out (†Clarke/Gregory),2022,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Ben Duckett,47,32,6,1,146.87,b Imran Tahir,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Ben Duckett,11,7,2,0,157.14,b Shadab Khan,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Jim Allenby,7,11,1,0,63.63,c Mohammad Sami b Badree,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Jim Allenby,31,29,4,0,106.89,lbw b Usama Mir,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Mir Hamza,0,0,0,0,-,not out,2016,Sharjah Cricket Stadium,Karachi Kings,Quetta Gladiators
Mir Hamza,0,1,0,0,0.00,run out (Umaid Asif/Dawson),2018,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Mir Hamza,0,3,0,0,0.00,lbw b Mohammad Ali,2024,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Mir Hamza,1,1,0,0,100.00,not out,2024,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Mir Hamza,1,2,0,0,50.00,not out,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Mir Hamza,4,1,1,0,400.00,not out,2024,"National Stadium, Karachi",Karachi Kings,Multan Sultans
Mir Hamza,2,4,0,0,50.00,not out,2024,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
Marlon Samuels,17,21,0,0,80.95,b Narine,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Marlon Samuels,7,4,0,1,175.00,c sub (Umar Amin) b Mills,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Marlon Samuels,1,3,0,0,33.33,run out (Ahmed Shehzad),2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Marlon Samuels,37,22,3,1,168.18,not out,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Marlon Samuels,19,17,2,1,111.76,b Mohammad Nawaz,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Ghulam Mudassar,1,1,0,0,100.00,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Ghulam Mudassar,0,2,0,0,0.00,run out (Shan Masood/Imran Tahir),2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
Andre Fletcher,11,6,0,1,183.33,c †Sangakkara b Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Andre Fletcher,19,18,1,1,105.55,c Faheem Ashraf b Patel,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Andre Fletcher,1,3,0,0,33.33,lbw b Mohammad Irfan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Andre Fletcher,1,3,0,0,33.33,c Perera b Mir Hamza,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Andre Fletcher,34,30,3,2,113.33,c Denly b Bopara,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Andre Fletcher,21,15,4,0,140.00,lbw b Shadab Khan,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Andre Fletcher,24,14,3,1,171.42,c Christian b Mohammad Irfan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Andre Fletcher,21,21,1,2,100.00,c †Ronchi b Shadab Khan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Andre Fletcher,26,28,2,1,92.85,b Mohammad Nawaz,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez (c),56,41,5,2,136.58,c †Sangakkara b Pollard,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Mohammad Hafeez (c),5,3,1,0,166.66,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Mohammad Hafeez (c),14,11,0,1,127.27,run out (Sikandar Raza),2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Riki Wessels,22,17,3,0,129.41,c Ahmed Shehzad b Mohammad Irfan,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Riki Wessels,3,6,0,0,50.00,run out (Aamer Yamin/Abdur Rehman),2016,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi
Riki Wessels,31,29,3,1,106.89,not out,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Riki Wessels,4,2,1,0,200.00,b Abbott,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Liam Dawson,32,17,0,3,188.23,c Bravo b Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Liam Dawson,1,4,0,0,25.00,b Zafar Gohar,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Liam Dawson,2,5,0,0,40.00,c Mohammad Nawaz b Watson,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Liam Dawson,2,4,0,0,50.00,b Mohammad Amir,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Liam Dawson,21,14,1,1,150.00,not out,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Liam Dawson,62,35,6,4,177.14,c †Sarfaraz Ahmed b Rahat Ali,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Liam Dawson,22,16,0,1,137.50,c †Mohammad Rizwan b Mohammad Amir,2020,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Liam Dawson,13,13,0,1,100.00,c Ingram b Usman Shinwari,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Liam Dawson,33,30,1,1,110.00,b Mohammad Sami,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Liam Dawson,5,5,0,0,100.00,not out,2020,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Liam Dawson,43,33,4,1,130.30,c & b Usman Shinwari,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Liam Dawson,22,23,1,0,95.65,c †Zeeshan Ashraf b Shahid Afridi,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Liam Dawson,21,23,1,0,91.30,c Hussain Talat b Shadab Khan,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Liam Dawson,18,15,0,1,120.00,c Mohammad Ilyas b Christian,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Multan Sultans
Liam Dawson,0,1,0,0,0.00,c Roy b Cutting,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Liam Dawson,52,35,3,3,148.57,not out,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Liam Dawson,0,1,0,0,0.00,b Shaheen Shah Afridi,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Lahore Qalandars
Liam Dawson,9,9,1,0,100.00,b Mohammad Amir,2019,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Liam Dawson,5,6,0,0,83.33,c sub (MTC Waller) b Ahsan Ali,2019,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Liam Dawson,1,2,0,0,50.00,c Aamer Yamin b Akif Javed,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Liam Dawson,13,18,1,0,72.22,b Faulkner,2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
Liam Dawson,15,16,0,1,93.75,c Imad Wasim b Thompson,2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
Liam Dawson,4,6,0,0,66.66,c & b Cutting,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Liam Dawson,31,26,4,1,119.23,c Brook b Zaman Khan,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Liam Dawson,22,11,5,0,200.00,c Asif Afridi b Willey,2022,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans
Liam Dawson,10,2,1,1,500.00,not out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Liam Dawson,12,6,3,0,200.00,run out (Abdullah Shafique/†Salt),2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Mahela Jayawardene,10,8,1,0,125.00,run out (†Mohammad Rizwan),2017,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Azhar Mahmood,2,3,0,0,66.66,not out,2016,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Azhar Mahmood,12,9,2,0,133.33,not out,2016,Dubai International Cricket Stadium,Islamabad United,Lahore Qalandars
Ross Whiteley,16,15,0,1,106.66,c Laughlin b Rahat Ali,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Ross Whiteley,0,1,0,0,0.00,b Shaheen Shah Afridi,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Ross Whiteley,11,10,1,0,110.00,c Duminy b Shadab Khan,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Ben Laughlin,3,2,0,0,150.00,not out,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Kumar Sangakkara,0,2,0,0,0.00,b Wahab Riaz,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kumar Sangakkara,37,26,4,0,142.30,b Ehsan Adil,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Kumar Sangakkara,37,29,6,0,127.58,c Bairstow b Sammy,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Kumar Sangakkara,55,32,7,2,171.87,c Imran Khalid b Russell,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
Brad Hodge,3,4,0,0,75.00,not out,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Brad Hodge,85,45,6,6,188.88,not out,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Brad Hodge,0,1,0,0,0.00,b Mohammad Nawaz,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Brad Hodge,5,11,0,0,45.45,c sub (Kamran Ghulam) b Imran Khalid,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Anton Devcich,62,42,4,3,147.61,c Mohammad Sami b Faheem Ashraf,2018,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Anton Devcich,22,9,5,0,244.44,c †Sangakkara b Shoaib Malik,2018,Dubai International Cricket Stadium,Lahore Qalandars,Multan Sultans
Anton Devcich,24,14,5,0,171.42,b Mohammad Irfan,2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Anton Devcich,18,17,2,1,105.88,c Anwar Ali b Rahat Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Anton Devcich,70,42,2,7,166.66,c Mohammad Hafeez b Hasan Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Anton Devcich,14,12,0,0,116.66,run out (Faheem Ashraf),2019,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Anton Devcich,28,30,2,0,93.33,c Bopara b Mohammad Amir,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Anton Devcich,18,19,3,0,94.73,c Ibtisam Sheikh b Pollard,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Anton Devcich,5,7,1,0,71.42,c Pollard b Mills,2019,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
Anton Devcich,18,13,2,1,138.46,c Walton b Faheem Ashraf,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Bismillah Khan,55,30,10,1,183.33,c †Mohammad Rizwan b Bravo,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Bismillah Khan,0,2,0,0,0.00,c Bairstow b Hasan Ali,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Bismillah Khan,0,3,0,0,0.00,c †Haddin b Mohammad Irfan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
David Wiese,5,6,1,0,83.33,c Laughlin b Anwar Ali,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
David Wiese,3,5,0,0,60.00,b Mohammad Ilyas,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,19,9,2,1,211.11,c Amad Butt b Faheem Ashraf,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,45,20,0,5,225.00,not out,2019,Sharjah Cricket Stadium,Lahore Qalandars,Multan Sultans
David Wiese,20,16,0,1,125.00,c Smith b Sohail Tanvir,2019,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
David Wiese,9,7,2,0,128.57,c Banton b Wahab Riaz,2020,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
David Wiese,0,1,0,0,0.00,lbw b Mahmood,2021,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
David Wiese,13,8,1,1,162.50,c Brathwaite b Shahnawaz Dahani,2021,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,3,6,0,0,50.00,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
David Wiese,31,9,3,3,344.44,not out,2021,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,26,16,2,2,162.50,not out,2019,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
David Wiese,17,6,0,2,283.33,not out,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,12,14,1,0,85.71,c Mohammad Sami b Rumman Raees,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
David Wiese,5,8,0,0,62.50,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,30,22,2,2,136.36,c Vince b Mohammad Abbas,2019,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,16,7,0,2,228.57,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
David Wiese,48,21,5,3,228.57,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,14,14,1,0,100.00,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,5,4,1,0,125.00,lbw b Shahnawaz Dahani,2023,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans
David Wiese,13,5,0,2,260.00,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,0,0,0,0,-,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,0,1,0,0,0.00,c †Kamran Akmal b Salman Irshad,2022,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
David Wiese,9,9,1,0,100.00,c Shoaib Malik b Aamer Yamin,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,1,4,0,0,25.00,b Mohammad Hasnain,2023,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
David Wiese,20,14,3,0,142.85,c †Azam Khan b Waqas Maqsood,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
David Wiese,14,8,1,1,175.00,c Hales b Naseem Shah,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,22,9,1,2,244.44,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
David Wiese,8,4,1,0,200.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,12,6,1,1,200.00,c Hasan Ali b Abrar Ahmed,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,2,3,0,0,66.66,c & b Mohammad Nawaz,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
David Wiese,15,12,2,0,125.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,0,2,0,0,0.00,c Powell b Arshad Iqbal,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
David Wiese,31,23,2,1,134.78,lbw b Mir Hamza,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
David Wiese,17,12,0,1,141.66,c Rahmanullah Gurbaz b Faheem Ashraf,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,6,2,0,1,300.00,b Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
David Wiese,1,4,0,0,25.00,lbw b Khalid Usman,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,8,7,0,0,114.28,lbw b Rumman Raees,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,12,12,1,1,100.00,lbw b Usama Mir,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,24,11,3,0,218.18,not out,2024,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
David Wiese,28,8,1,3,350.00,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,28,8,1,3,350.00,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,9,7,1,0,128.57,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,2,2,0,0,100.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,24,9,0,3,266.66,not out,2024,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Usman Shinwari,0,2,0,0,0.00,b Mohammad Sami,2017,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Usman Shinwari,0,1,0,0,0.00,not out,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Usman Shinwari,0,1,0,0,0.00,c Viljoen b Rahat Ali,2019,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
Usman Shinwari,1,3,0,0,33.33,not out,2019,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Usman Shinwari,0,4,0,0,0.00,c Imad Wasim b Mohammad Amir,2021,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Usman Shinwari,30,14,0,4,214.28,c Shadab Khan b Rumman Raees,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Usman Shinwari,0,1,0,0,0.00,not out,2019,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
Usman Shinwari,1,2,0,0,50.00,not out,2019,"National Stadium, Karachi",Karachi Kings,Islamabad United
Usman Shinwari,7,6,1,0,116.66,lbw b Imran Tahir,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
Usman Shinwari,8,6,0,1,133.33,not out,2022,"National Stadium, Karachi",Karachi Kings,Islamabad United
Usman Shinwari,5,11,0,0,45.45,c Mohammad Hafeez b Zaman Khan,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Usman Shinwari,2,2,0,0,100.00,not out,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Quetta Gladiators
Nicholas Pooran,1,3,0,0,33.33,lbw b Imad Wasim,2017,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Khushdil Shah,8,11,1,0,72.72,c Hussain Talat b Shadab Khan,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Khushdil Shah,1,5,0,0,20.00,st †Sarfaraz Ahmed b Hassan Khan,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Khushdil Shah,4,7,0,0,57.14,c Hassan Khan b Rahat Ali,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Khushdil Shah,6,4,1,0,150.00,not out,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Khushdil Shah,7,10,0,0,70.00,c †Ronchi b Akif Javed,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Islamabad United
Khushdil Shah,43,29,4,2,148.27,not out,2020,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
Khushdil Shah,10,9,0,0,111.11,c †Walton b Jordan,2020,Multan Cricket Stadium,Multan Sultans,Karachi Kings
Khushdil Shah,1,2,0,0,50.00,c Anwar Ali b Sohail Khan,2020,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
Khushdil Shah,7,8,0,0,87.50,c Hales b Gregory,2021,"National Stadium, Karachi",Multan Sultans,Islamabad United
Khushdil Shah,6,5,0,0,120.00,not out,2021,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
Khushdil Shah,8,16,0,0,50.00,c Jordan b Umer Khan,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Karachi Kings
Khushdil Shah,6,7,0,0,85.71,b Waqas Maqsood,2021,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Khushdil Shah,19,12,3,0,158.33,c Saim Ayub b Mohammad Hasnain,2021,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
Khushdil Shah,30,20,0,2,150.00,not out,2020,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
Khushdil Shah,44,32,3,2,137.50,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
Khushdil Shah,70,29,5,6,241.37,not out,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Khushdil Shah,17,21,0,1,80.95,c Rutherford b Arshad Iqbal,2020,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Khushdil Shah,30,19,2,2,157.89,c Mohammad Hafeez b Shaheen Shah Afridi,2020,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
